Date,price,signal,position,daily_return,strategy_return,equity,buy_hold_equity
2025-06-01,105652.1015625,0,0.0,0.009690618169351017,0.0,10805.437662732349,13852.025185371847
2025-06-02,105881.53125,0,0.0,0.0021715582000447764,0.0,10805.437662732349,13882.105664250368
2025-06-03,105432.46875,0,0.0,-0.004241178746647534,-0.0,10805.437662732349,13823.229172748435
2025-06-04,104731.984375,0,0.0,-0.0066439151364365845,-0.0,10805.437662732349,13731.388811213179
2025-06-05,101575.953125,0,0.0,-0.030134359325224014,-0.0,10805.437662732349,13317.602206741722
2025-06-06,104390.34375,0,0.0,0.027707252931573167,0.0,10805.437662732349,13686.59637952599
2025-06-07,105615.625,0,0.0,0.011737496074678777,0.0,10805.437662732349,13847.24275080639
2025-06-08,105793.6484375,0,0.0,0.0016855786016509722,0.0,10805.437662732349,13870.583366879016
2025-06-09,110294.1015625,0,0.0,0.04253991795791734,0.0,10805.437662732349,14460.636845334502
2025-06-10,110257.234375,0,0.0,-0.0003342625487465778,-0.0,10805.437662732349,14455.803196006083
2025-06-11,108686.625,0,0.0,-0.014244955298426398,-0.0,10805.437662732349,14249.880925676127
2025-06-12,105929.0546875,0,0.0,-0.025371753999169577,-0.0,10805.437662732349,13888.336452312413
2025-06-13,106090.96875,0,0.0,0.0015285141831733462,0.0,10805.437662732349,13909.564971560456
2025-06-14,105472.40625,0,0.0,-0.0058304915798971235,-0.0,10805.437662732349,13828.465370113741
2025-06-15,105552.0234375,0,0.0,0.0007548627203146641,0.0,10805.437662732349,13838.903963100802
2025-06-16,106796.7578125,0,0.0,0.011792615001237072,0.0,10805.437662732349,14002.100829576742
2025-06-17,104601.1171875,0,0.0,-0.020559056941174436,-0.0,10805.437662732349,13714.230841325407
2025-06-18,104883.328125,0,0.0,0.0026979724986506692,0.0,10805.437662732349,13751.23145897545
2025-06-19,104684.2890625,0,0.0,-0.0018977187896134229,-0.0,10805.437662732349,13725.135488655429
2025-06-20,103309.6015625,0,0.0,-0.013131746055793259,-0.0,10805.437662732349,13544.90049483705
2025-06-21,102257.40625,0,0.0,-0.010184874363913243,-0.0,10805.437662732349,13406.947385025427
2025-06-22,100987.140625,0,0.0,-0.012422235919953284,-0.0,10805.437662732349,13240.40312164224
2025-06-23,105577.7734375,0,0.0,0.04545759771084712,0.0,10805.437662732349,13842.280040275298
2025-06-24,106045.6328125,0,0.0,0.004431419225533917,0.0,10805.437662732349,13903.620986171
2025-06-25,107361.2578125,0,0.0,0.012406215749838134,0.0,10805.437662732349,14076.112307829413
2025-06-26,106960.0,0,0.0,-0.003737454466123835,-0.0,10805.437662732349,14023.503479018855
2025-06-27,107088.4296875,0,0.0,0.0012007263229245613,0.0,10805.437662732349,14040.341868785737
2025-06-28,107327.703125,0,0.0,0.002234353778444831,0.0,10805.437662732349,14071.712959690916
2025-06-29,108385.5703125,0,0.0,0.009856422495764683,0.0,10805.437662732349,14210.409707860757
2025-06-30,107135.3359375,0,0.0,-0.011535062936840146,-0.0,10805.437662732349,14046.4917375223
2025-07-01,105698.28125,0,0.0,-0.013413452013053329,-0.0,10805.437662732349,13858.079794649295
2025-07-02,108859.3203125,0,0.0,0.02990624847553991,0.0,10805.437662732349,14272.522972381936
2025-07-03,109647.9765625,0,0.0,0.007244728772290987,0.0,10805.437662732349,14375.923530213135
2025-07-04,108034.3359375,0,0.0,-0.014716556343200904,-0.0,10805.437662732349,14164.359441595207
2025-07-05,108231.1796875,0,0.0,0.0018220480395592098,0.0,10805.437662732349,14190.167584947378
2025-07-06,109232.0703125,0,0.0,0.009247710575546852,0.0,10805.437662732349,14321.394147791478
2025-07-07,108299.8515625,0,0.0,-0.008534295352390808,-0.0,10805.437662732349,14199.171140276223
2025-07-08,108950.2734375,0,0.0,0.006005750382996888,0.0,10805.437662732349,14284.447817790176
2025-07-09,111326.5546875,0,0.0,0.021810695604753683,0.0,10805.437662732349,14596.001561025983
2025-07-10,115987.203125,0,0.0,0.041864660687494615,0.0,10805.437662732349,15207.05821377248
2025-07-11,117516.9921875,0,0.0,0.013189291760499877,0.0,10805.437662732349,15407.628541372831
2025-07-12,117435.2265625,0,0.0,-0.0006957770402219454,-0.0,10805.437662732349,15396.908267189476
2025-07-13,119116.1171875,0,0.0,0.014313342548076147,0.0,10805.437662732349,15617.289489399065
2025-07-14,119849.703125,0,0.0,0.006158578325259345,0.0,10805.437662732349,15713.469789947778
2025-07-15,117777.1875,0,0.0,-0.01729262210051885,-0.0,10805.437662732349,15441.742694982293
2025-07-16,118738.5078125,0,0.0,0.00816219450392297,0.0,10805.437662732349,15567.781202338268
2025-07-17,119289.84375,0,0.0,0.004643278306736054,0.0,10805.437662732349,15640.0667430791
2025-07-18,118003.2265625,0,0.0,-0.01078563897020779,-0.0,10805.437662732349,15471.378629718296
2025-07-19,117939.9765625,0,0.0,-0.0005360022928398989,-0.0,10805.437662732349,15463.085935299372
2025-07-20,117300.7890625,0,0.0,-0.00541960002562214,-0.0,10805.437662732349,15379.282194368227
2025-07-21,117439.5390625,0,0.0,0.0011828564931994912,0.0,10805.437662732349,15397.473678172582
2025-07-22,119995.4140625,0,0.0,0.02176332622218302,0.0,10805.437662732349,15732.573920828128
2025-07-23,118754.9609375,0,0.0,-0.010337504434577038,-0.0,10805.437662732349,15569.938368154257
2025-07-24,118368.0,0,0.0,-0.0032584822936673197,-0.0,10805.437662732349,15519.203999668134
2025-07-25,117635.8828125,0,0.0,-0.006185093838706357,-0.0,10805.437662732349,15423.216266628158
2025-07-26,117947.3671875,0,0.0,0.002647868724685587,0.0,10805.437662732349,15464.054918614625
2025-07-27,119448.4921875,0,0.0,0.012727075099638885,0.0,10805.437662732349,15660.867106908774
2025-07-28,117924.4765625,0,0.0,-0.012758768211219684,-0.0,10805.437662732349,15461.05373350501
2025-07-29,117922.1484375,0,0.0,-1.9742508661990676e-05,-0.0,10805.437662732349,15460.748493517753
2025-07-30,117831.1875,0,0.0,-0.0007713643170961237,-0.0,10805.437662732349,15448.822623814256
2025-07-31,115758.203125,0,0.0,-0.017592832754910526,-0.0,10805.437662732349,15177.034071133214
2025-08-01,113320.0859375,0,0.0,-0.021062154747402473,-0.0,10805.437662732349,14857.373030920407
2025-08-02,112526.9140625,0,0.0,-0.006999393518263508,-0.0,10805.437662732349,14753.380430429359
2025-08-03,114217.671875,0,0.0,0.015025363723748075,0.0,10805.437662732349,14975.055337551386
2025-08-04,115071.8828125,0,0.0,0.007478798363486527,0.0,10805.437662732349,15087.050756902987
2025-08-05,114141.4453125,0,0.0,-0.008085706753543476,-0.0,10805.437662732349,14965.061288706842
2025-08-06,115028.0,0,0.0,0.007767158415357134,0.0,10805.437662732349,15081.297290431756
2025-08-07,117496.8984375,0,0.0,0.021463456180234486,0.0,10805.437662732349,15404.994053966027
2025-08-08,116688.7265625,0,0.0,-0.0068782400705657,-0.0,10805.437662732349,15299.034806577212
2025-08-09,116500.359375,0,0.0,-0.0016142706587778388,-0.0,10805.437662732349,15274.338023581333
2025-08-10,119306.7578125,0,0.0,0.02408918266480664,0.0,10805.437662732349,15642.284342315384
2025-08-11,118731.4453125,0,0.0,-0.004822128356753663,-0.0,10805.437662732349,15566.855239423903
2025-08-12,120172.90625,0,0.0,0.012140515376580119,0.0,10805.437662732349,15755.844884823126
2025-08-13,123344.0625,0,0.0,0.026388279596092357,0.0,10805.437662732349,16171.6145249165
2025-08-14,118359.578125,0,0.0,-0.040411222672351976,-0.0,10805.437662732349,15518.099809378658
2025-08-15,117398.3515625,0,0.0,-0.008121240187970669,-0.0,10805.437662732349,15392.073593565792
2025-08-16,117491.3515625,0,0.0,0.0007921746665282559,0.0,10805.437662732349,15404.266804331952
2025-08-17,117453.0625,0,0.0,-0.00032588834829794244,-0.0,10805.437662732349,15399.246733266347
2025-08-18,116252.3125,0,0.0,-0.01022323279139703,-0.0,10805.437662732349,15241.816649100007
2025-08-19,112831.1796875,0,0.0,-0.029428514056440758,-0.0,10805.437662732349,14793.272633596274
2025-08-20,114274.7421875,0,0.0,0.012794003430595335,0.0,10805.437662732349,14982.537814420239
2025-08-21,112419.03125,0,0.0,-0.01623902974513114,-0.0,10805.437662732349,14739.235937194315
2025-08-22,116874.0859375,0,0.0,0.03962900798880531,0.0,10805.437662732349,15323.337235898276
2025-08-23,115374.328125,0,0.0,-0.012832252765613172,-0.0,10805.437662732349,15126.704299274495
2025-08-24,113458.4296875,0,0.0,-0.016605933647771742,-0.0,10805.437662732349,14875.511251371281
2025-08-25,110124.3515625,0,0.0,-0.029385900493979156,-0.0,10805.437662732349,14438.380957941417
2025-08-26,111802.65625,0,0.0,0.015240086898922645,0.0,10805.437662732349,14658.423138420194
2025-08-27,111222.0625,0,0.0,-0.005193022862549412,-0.0,10805.437662732349,14582.301611933455
2025-08-28,112544.8046875,0,0.0,0.01189280397942638,0.0,10805.437662732349,14755.726066573052
2025-08-29,108410.8359375,0,0.0,-0.036731759955323295,-0.0,10805.437662732349,14213.722278729183
2025-08-30,108808.0703125,0,0.0,0.003664157476186425,0.0,10805.437662732349,14265.803595481228
2025-08-31,108236.7109375,0,0.0,-0.00525107534173741,-0.0,10805.437662732349,14190.892785990927
2025-09-01,109250.59375,0,0.0,0.009367272930950854,0.0,10805.437662732349,14323.822751851165
2025-09-02,111200.5859375,0,0.0,0.017848801737061493,0.0,10805.437662732349,14579.485824265768
2025-09-03,111723.2109375,0,0.0,0.004699840343410866,0.0,10805.437662732349,14648.00707992884
2025-09-04,110723.6015625,0,0.0,-0.008947195185422974,-0.0,10805.437662732349,14516.948501507259
2025-09-05,110650.984375,0,0.0,-0.0006558419928113235,-0.0,10805.437662732349,14507.42767707249
2025-09-06,110224.6953125,0,0.0,-0.0038525555367432407,-0.0,10805.437662732349,14451.537006251283
2025-09-07,111167.6171875,0,0.0,0.008554542812086785,0.0,10805.437662732349,14575.163298271716
2025-09-08,112071.4296875,0,0.0,0.008130177859939192,0.0,10805.437662732349,14693.661968224324
2025-09-09,111530.546875,0,0.0,-0.004826232823193166,-0.0,10805.437662732349,14622.746934540373
2025-09-10,113955.359375,0,0.0,0.02174124101370767,0.0,10805.437662732349,14940.663599926671
2025-09-11,115507.5390625,0,0.0,0.013620945043858246,0.0,10805.437662732349,15144.169557740046
2025-09-12,116101.578125,0,0.0,0.005142859655061782,0.0,10805.437662732349,15222.053896367963
2025-09-13,115950.5078125,0,0.0,-0.0013011908618274504,-0.0,10805.437662732349,15202.247098939763
2025-09-14,115407.65625,0,0.0,-0.004681752350561785,-0.0,10805.437662732349,15131.073942850482
2025-09-15,115444.875,0,0.0,0.0003224981011604733,0.0,10805.437662732349,15135.953685465569
2025-09-16,116843.1875,0,0.0,0.012112382641498831,0.0,10805.437662732349,15319.286148147932
2025-09-17,116468.5078125,0,0.0,-0.0032066883445814875,-0.0,10805.437662732349,15270.161971809357
2025-09-18,117137.203125,0,0.0,0.005741425944741474,0.0,10805.437662732349,15357.83447593471
2025-09-19,115688.859375,0,0.0,-0.012364506846338497,-0.0,10805.437662732349,15167.94242641208
2025-09-20,115721.9609375,0,0.0,0.0002861257573012477,0.0,10805.437662732349,15172.282365425537
2025-09-21,115306.09375,0,0.0,-0.003593675600818802,-0.0,10805.437662732349,15117.758104480174
2025-09-22,112748.5078125,0,0.0,-0.02218083931492132,-0.0,10805.437662732349,14782.433541162849
2025-09-23,112014.5,0,0.0,-0.00651013327573835,-0.0,10805.437662732349,14686.197928670135
2025-09-24,113328.6328125,0,0.0,0.011731809832655538,0.0,10805.437662732349,14858.493609934034
2025-09-25,109049.2890625,0,0.0,-0.03776048156409062,-0.0,10805.437662732349,14297.429735905962
2025-09-26,109712.828125,0,0.0,0.0060847628462732395,0.0,10805.437662732349,14384.426205160205
2025-09-27,109681.9453125,0,0.0,-0.0002814877077529365,-0.0,10805.437662732349,14380.377166000373
2025-09-28,112122.640625,0,0.0,0.02225248016477188,0.0,10805.437662732349,14700.376223648735
2025-09-29,114400.3828125,0,0.0,0.02031473906432546,0.0,10805.437662732349,14999.010530779573
2025-09-30,114056.0859375,0,0.0,-0.003009577997342028,-0.0,10805.437662732349,14953.869838704237
2025-10-01,118648.9296875,0,0.0,0.04026829179914837,0.0,10805.437662732349,15556.036632895662
2025-10-02,120681.2578125,0,0.0,0.017128920845327356,0.0,10805.437662732349,15822.494753047544
2025-10-03,122266.53125,0,0.0,0.013136036748664148,0.0,10805.437662732349,16030.339625579121
2025-10-04,122425.4296875,0,0.0,0.001299606980548873,0.0,10805.437662732349,16051.172766857093
2025-10-05,123513.4765625,0,0.0,0.008887425412982486,0.0,10805.437662732349,16193.82636761343
2025-10-06,124752.53125,0,0.0,0.010031736794915869,0.0,10805.437662732349,16356.278571435898
2025-10-07,121451.3828125,0,0.0,-0.026461574802715715,-0.0,10805.437662732349,15923.465682523793
2025-10-08,123354.8671875,0,0.0,0.01567280940669602,0.0,10805.437662732349,16173.031125260051
2025-10-09,121705.5859375,0,0.0,-0.013370216251727518,-0.0,10805.437662732349,15956.794201669405
2025-10-10,113214.3671875,0,0.0,-0.06976852117831744,-0.0,10805.437662732349,14843.512267472179
2025-10-11,110807.8828125,0,0.0,-0.02125599811033263,-0.0,10805.437662732349,14527.998598764092
2025-10-12,115169.765625,0,0.0,0.03936437283871608,0.0,10805.437662732349,15099.884152206187
2025-10-13,115271.078125,0,0.0,0.000879679657679322,0.0,10805.437662732349,15113.167213128196
2025-10-14,113118.6640625,0,0.0,-0.01867262888064536,-0.0,10805.437662732349,14830.964650546317
2025-10-15,110783.1640625,0,0.0,-0.02064646024028005,-0.0,10805.437662732349,14524.757728563813
2025-10-16,108186.0390625,0,0.0,-0.023443318504017374,-0.0,10805.437662732349,14184.249206939403
2025-10-17,106467.7890625,0,0.0,-0.01588236351834038,-0.0,10805.437662732349,13958.969804800061
2025-10-18,107198.265625,0,0.0,0.006861009972426446,0.0,10805.437662732349,14054.742435835595
2025-10-19,108666.7109375,0,0.0,0.013698405510000455,0.0,10805.437662732349,14247.26999706028
2025-10-20,110588.9296875,0,0.0,0.01768912239467313,0.0,10805.437662732349,14499.291699828234
2025-10-21,108476.890625,0,0.0,-0.019098105646452646,-0.0,10805.437662732349,14222.382695146182
2025-10-22,107688.5859375,0,0.0,-0.007267028792566799,-0.0,10805.437662732349,14119.028230601649
2025-10-23,110069.7265625,0,0.0,0.022111355667553845,0.0,10805.437662732349,14431.219085488716
2025-10-24,111033.921875,0,0.0,0.008759859251149305,0.0,10805.437662732349,14557.634533500097
2025-10-25,111641.7265625,0,0.0,0.005474045023684315,0.0,10805.437662732349,14637.323680374819
2025-10-26,114472.4453125,0,0.0,0.025355383127430242,0.0,10805.437662732349,15008.458630250929
2025-10-27,114119.328125,0,0.0,-0.0030847352525406047,-0.0,10805.437662732349,14962.161508827898
2025-10-28,112956.1640625,0,0.0,-0.01019252462848308,-0.0,10805.437662732349,14809.659309153829
2025-10-29,110055.3046875,0,0.0,-0.025681284408657135,-0.0,10805.437662732349,14429.328236440133
2025-10-30,108305.546875,0,0.0,-0.015898895718551742,-0.0,10805.437662732349,14199.917851520218
2025-10-31,109556.1640625,0,0.0,0.011547120379193476,0.0,10805.437662732349,14363.88601232638
2025-11-01,110064.015625,0,0.0,0.004635536182247879,0.0,10805.437662732349,14430.470325654203
2025-11-02,110639.625,0,0.0,0.005229768982454308,0.0,10805.437662732349,14505.938351765537
2025-11-03,106547.5234375,0,0.0,-0.03698585893164408,-0.0,10805.437662732349,13969.42376221601
2025-11-04,101590.5234375,0,0.0,-0.046523840630681046,-0.0,10805.437662732349,13319.512517400224
2025-11-05,103891.8359375,0,0.0,0.02265282648549194,0.0,10805.437662732349,13621.237123328228
2025-11-06,101301.2890625,0,0.0,-0.02493503798083263,-0.0,10805.437662732349,13281.591058312111
2025-11-07,103372.40625,0,0.0,0.020445121741957006,0.0,10805.437662732349,13553.13480442619
2025-11-08,102282.1171875,0,0.0,-0.010547196317199026,-0.0,10805.437662732349,13410.187230930444
2025-11-09,104719.640625,0,0.0,0.02383137448193029,0.0,10805.437662732349,13729.770424703547
2025-11-10,105996.59375,0,0.0,0.012194017448672767,0.0,10805.437662732349,13897.191484828652
2025-11-11,102997.46875,0,0.0,-0.028294541304540788,-0.0,10805.437662732349,13503.976826344055
2025-11-12,101663.1875,0,0.0,-0.012954505253314763,-0.0,10805.437662732349,13329.03948760654
2025-11-13,99697.4921875,0,0.0,-0.01933536967351135,-0.0,10805.437662732349,13071.317581720838
2025-11-14,94397.7890625,0,0.0,-0.053157837862490065,-0.0,10805.437662732349,12376.474601062606
2025-11-15,95549.1484375,0,0.0,0.012196889211437911,0.0,10805.437662732349,12527.429090599942
2025-11-16,94177.078125,0,0.0,-0.01435983820826503,-0.0,10805.437662732349,12347.537235693413
2025-11-17,92093.875,0,0.0,-0.02212006537551514,-0.0,10805.437662732349,12074.408904813268
2025-11-18,92948.875,0,0.0,0.009284005043766586,0.0,10805.437662732349,12186.507777986053
2025-11-19,91465.9921875,0,0.0,-0.015953746750565823,-0.0,10805.437662732349,11992.087319122262
2025-11-20,86631.8984375,0,0.0,-0.05285126891851111,-0.0,10805.437662732349,11358.290287325064
2025-11-21,85090.6875,0,0.0,-0.017790340109098413,-0.0,10805.437662732349,11156.22244005568
2025-11-22,84648.359375,0,0.0,-0.0051983141515926645,-0.0,10805.437662732349,11098.228891067223
2025-11-23,86805.0078125,0,0.0,0.025477734635657168,0.0,10805.437662732349,11380.986621679618
2025-11-24,88270.5625,0,0.0,0.01688329653360121,0.0,10805.437662732349,11573.135193658383
2025-11-25,87341.890625,0,0.0,-0.010520742688141405,-0.0,10805.437662732349,11451.377216190831
2025-11-26,90518.3671875,0,0.0,0.03636830551491177,0.0,10805.437662732349,11867.844401355758
2025-11-27,91285.375,0,0.0,0.008473504729832548,0.0,10805.437662732349,11968.406637023563
2025-11-28,90919.265625,0,0.0,-0.004010602738938163,-0.0,10805.437662732349,11920.40611258439
2025-11-29,90851.7578125,0,0.0,-0.0007425028351905061,-0.0,10805.437662732349,11911.555177249173
2025-11-30,90394.3125,0,0.0,-0.005035073877646679,-0.0,10805.437662732349,11851.579616934057
2025-12-01,86321.5703125,0,0.0,-0.045055292472078956,-0.0,10805.437662732349,11317.603231036966
2025-12-02,91350.203125,0,0.0,0.05825464938016567,0.0,10805.437662732349,11976.906239084854
2025-12-03,93527.8046875,0,0.0,0.023837949867722363,0.0,10805.437662732349,12262.411129582571
2025-12-04,92141.625,0,0.0,-0.014821043775501641,-0.0,10805.437662732349,12080.669397437829
2025-12-05,89387.7578125,0,0.0,-0.029887330373216225,-0.0,10805.437662732349,11719.610440027001
2025-12-06,89272.375,0,0.0,-0.0012908122468182626,-0.0,10805.437662732349,11704.482623343076
2025-12-07,90405.640625,0,0.0,0.012694471554050235,0.0,10805.437662732349,11853.06484505998
2025-12-08,90640.203125,0,0.0,0.0025945560296725123,0.0,10805.437662732349,11883.818285923828
2025-12-09,92691.7109375,0,0.0,0.022633530616329445,0.0,10805.437662732349,12152.791050937181
2025-12-10,92020.9453125,0,0.0,-0.007236522211271801,-0.0,10805.437662732349,12064.847108568129
2025-12-11,92511.3359375,0,0.0,0.005329119618741718,0.0,10805.437662732349,12129.14212199152
2025-12-12,90270.4140625,0,0.0,-0.024223213861206738,-0.0,10805.437662732349,11835.335318417548
2025-12-13,90298.7109375,0,0.0,0.00031346787642294593,0.0,10805.437662732349,11839.045315846566
2025-12-14,88175.1796875,0,0.0,-0.023516739363752315,-0.0,10805.437662732349,11560.62957283815
2025-12-15,86419.78125,0,0.0,-0.019908078936967,-0.0,10805.437662732349,11330.479646741054
2025-12-16,87843.984375,0,0.0,0.01648005936140917,0.0,10805.437662732349,11517.206623912585
2025-12-17,86143.7578125,0,0.0,-0.01935507109105894,-0.0,10805.437662732349,11294.290270936342
2025-12-18,85462.5078125,0,0.0,-0.007908292107279613,-0.0,10805.437662732349,11204.97172432937
2025-12-19,88103.3828125,0,0.0,0.03090097713717843,0.0,10805.437662732349,11551.216299405605
2025-12-20,88344.0,0,0.0,0.002731077738661547,0.0,10805.437662732349,11582.763569095376
2025-12-21,88621.75,0,0.0,0.0031439599746445612,0.0,10805.437662732349,11619.179314152383
2025-12-22,88490.015625,0,0.0,-0.0014864790528285043,-0.0,10805.437662732349,11601.907647490836
2025-12-23,87414.0,0,0.0,-0.01215974047919599,-0.0,10805.437662732349,11460.831461433749
2025-12-24,87611.9609375,0,0.0,0.0022646365284737513,0.0,10805.437662732349,11486.786079007994
2025-12-25,87234.7421875,0,0.0,-0.004305562231041726,-0.0,10805.437662732349,11437.329006710159
2025-12-26,87301.4296875,0,0.0,0.0007644603322913834,0.0,10805.437662732349,11446.072391043155
2025-12-27,87802.15625,0,0.0,0.005735605525503784,0.0,10805.437662732349,11511.722547094541
2025-12-28,87835.8359375,0,0.0,0.00038358610925337544,0.0,10805.437662732349,11516.138283957185
2025-12-29,87138.140625,0,0.0,-0.007943173820266769,-0.0,10805.437662732349,11424.663595829485
2025-12-30,88430.1328125,0,0.0,0.014826942349620564,0.0,10805.437662732349,11594.056424328659
2025-12-31,87508.828125,0,0.0,-0.01041844740246467,-0.0,10805.437662732349,11473.264357290582
2026-01-01,88731.984375,0,0.0,0.013977518339667538,0.0,10805.437662732349,11633.632120260467
2026-01-02,89944.6953125,0,0.0,0.013667122921255048,0.0,10805.437662732349,11792.630400468726
2026-01-03,90603.1875,0,0.0,0.007321078638514056,0.0,10805.437662732349,11878.96517498549
2026-01-04,91413.4921875,0,0.0,0.008943445698309516,0.0,10805.437662732349,11985.204054980082
2026-01-05,93882.5546875,0,0.0,0.027009825802690735,0.0,10805.437662732349,12308.922328714798
2026-01-06,93729.03125,0,0.0,-0.0016352711961346023,-0.0,10805.437662732349,12288.793902575193
2026-01-07,91308.0546875,0,0.0,-0.025829527204251357,-0.0,10805.437662732349,11971.380166161187
2026-01-08,91027.125,0,0.0,-0.003076724046541912,-0.0,10805.437662732349,11934.547532933664
2026-01-09,90513.1015625,0,0.0,-0.005646925984974294,-0.0,10805.437662732349,11867.15402635103
2026-01-10,90386.6484375,0,0.0,-0.001397069847536736,-0.0,10805.437662732349,11850.574783284741
2026-01-11,90827.4609375,0,0.0,0.004876964768804504,0.0,10805.437662732349,11908.369618992905
2026-01-12,91192.9921875,0,0.0,0.004024457429802286,0.0,10805.437662732349,11956.294345582892
